%%MatrixMarket matrix coordinate real symmetric
%
%   This file is created containing A to solve AX=b using CHOLMOD library
%
	315	315	44820
	1	1	1591606571.83837
	2	1	-174353893.77380
	2	2	223915985.50476
	3	1	-199207017.52933
	3	2	-1297419620.38029
	3	3	10973438923.57995
	4	1	41396241.94215
	4	2	-28117792.15186
	4	3	138572380.01344
	4	4	1831262894.83178
	5	1	-28117792.15186
	5	2	13023488.53340
	5	3	-48464864.07140
	5	4	-218812296.27025
	5	5	254217893.11867
	6	1	138572380.01344
	6	2	-48464864.07140
	6	3	184348571.69327
	6	4	-42891193.60056
	6	5	-1451745895.40955
	6	6	12106368431.42202
	7	1	-105508467.27497
	7	2	214241744.45659
	7	3	-1609566606.32204
	7	4	216016182.71786
	7	5	-60016985.66367
	7	6	177230344.28264
	7	7	394587540.64805
	8	1	214241744.45659
	8	2	-59267828.72831
	8	3	178806909.21460
	8	4	-60016985.66367
	8	5	48818998.37907
	8	6	-227248606.36325
	8	7	-70674179.76595
	8	8	55801620.67271
	9	1	-1609566606.32204
	9	2	178806909.21460
	9	3	152620556.18108
	9	4	177230344.28264
	9	5	-227248606.36325
	9	6	1316697075.74765
	9	7	186020721.29086
	9	8	-272353726.88501
	9	9	1889482247.41281
	10	1	-45355663.92769
	10	2	499211414.65063
	10	3	-4069114258.81665
	10	4	-54806502.39540
	10	5	22060484.93069
	10	6	-91802285.97324
	10	7	621572132.78100
	10	8	-82574469.28356
	10	9	59512258.79590
	10	10	1583481115.49412
	11	1	-54806502.39540
	11	2	22060484.93069
	11	3	-91802285.97324
	11	4	-107410120.14445
	11	5	568055712.30684
	11	6	-4585751321.72108
	11	7	-82432340.55547
	11	8	92004687.65943
	11	9	-516099911.03874
	11	10	56477999.54532
	11	11	1889035912.00210
	12	1	621572132.78100
	12	2	-82574469.28356
	12	3	59512258.79590
	12	4	-82432340.55547
	12	5	92004687.65943
	12	6	-516099911.03874
	12	7	-91676883.26704
	12	8	109030738.99835
	12	9	-736304702.29752
	12	10	-43976013.71862
	12	11	216907994.47459
	12	12	303131527.11346
	13	1	574978.57770
	13	2	-64563.36961
	13	3	-49014.85348
	13	4	-64014.53898
	13	5	80870.46853
	13	6	-466179.26233
	13	7	-66231.69775
	13	8	97705.00120
	13	9	-674338.88127
	13	10	-23510.91512
	13	11	182392.94659
	13	12	262758.14370
	13	13	944246.17468
	14	1	427352110.49452
	14	2	-78644732.93144
	14	3	217161524.07684
	14	4	-78763556.47530
	14	5	60766676.54434
	14	6	-297383107.68470
	14	7	-82885778.85060
	14	8	83570824.82444
	14	9	-504622513.73271
	14	10	-104463848.06625
	14	11	119820858.65327
	14	12	203278833.53793
	14	13	181963.11898
	14	14	166774847.93128
	15	1	131418656.89851
	15	2	-27660435.75189
	15	3	89382220.08173
	15	4	-27831781.81060
	15	5	19362513.79001
	15	6	-87683875.13354
	15	7	-29797781.58890
	15	8	27823362.44729
	15	9	-156178698.09861
	15	10	-39235714.72501
	15	11	35850456.37857
	15	12	63852258.95114
	15	13	56607.01016
	15	14	56116162.77869
	15	15	20781011.81884
	16	1	-126503232.82910
	16	2	-29574445.06796
	16	3	372024309.94694
	16	4	-2293237.09228
	16	5	-987749.58532
	16	6	9401600.86230
	16	7	-52854201.85737
	16	8	-10291707.61916
	16	9	127997235.80092
	16	10	-133560400.20862
	16	11	-3309116.48476
	16	12	-46685940.66925
	16	13	-45758.04026
	16	14	-28535633.44969
	16	15	-8652409.33168
	16	16	5785234283.09777
	17	1	-29574445.06796
	17	2	-11824156.43753
	17	3	109610945.22723
	17	4	-987749.58532
	17	5	-560152.39655
	17	6	4590076.03696
	17	7	-10291707.61916
	17	8	-3175608.84497
	17	9	30137065.10988
	17	10	-39834482.84746
	17	11	-1671152.89363
	17	12	-10964653.85657
	17	13	-10659.56872
	17	14	-5141355.31064
	17	15	-1459521.90919
	17	16	633390823.54150
	17	17	239726215.20660
	18	1	372024309.94694
	18	2	109610945.22723
	18	3	-1330115575.93135
	18	4	9401600.86230
	18	5	4590076.03696
	18	6	-43124028.32715
	18	7	127997235.80092
	18	8	30137065.10988
	18	9	-376869491.37732
	18	10	476140516.52066
	18	11	15528952.83738
	18	12	135439960.75658
	18	13	133023.35242
	18	14	59758127.00002
	18	15	15815959.60588
	18	16	-13575403829.01840
	18	17	-1841712944.98088
	18	18	39033248698.14833
	19	1	10138792.03942
	19	2	2670314.36855
	19	3	-28225614.07963
	19	4	-132253304.61536
	19	5	-29993849.87592
	19	6	378667374.37200
	19	7	-6124935.82727
	19	8	-2200364.34496
	19	9	19947348.74719
	19	10	10506441.63381
	19	11	-136702968.68126
	19	12	-7135828.34369
	19	13	-7017.75996
	19	14	-2832611.46710
	19	15	-739832.80653
	19	16	-11905020.51619
	19	17	2487605.83516
	19	18	-21185876.39808
	19	19	5994164034.01290
	20	1	2670314.36855
	20	2	1111284.56851
	20	3	-9701565.67768
	20	4	-29993849.87592
	20	5	-11699516.16706
	20	6	108779587.71406
	20	7	-2200364.34496
	20	8	-1133090.91768
	20	9	9117537.39025
	20	10	3580744.70683
	20	11	-39614997.84071
	20	12	-3316723.60259
	20	13	-3173.73834
	20	14	-858553.96437
	20	15	-172796.88955
	20	16	2487605.83516
	20	17	4163210.78916
	20	18	-33031552.87244
	20	19	639081872.39888
	20	20	248285274.50338
	21	1	-28225614.07963
	21	2	-9701565.67768
	21	3	99329598.45706
	21	4	378667374.37200
	21	5	108779587.71406
	21	6	-1325854860.98882
	21	7	19947348.74719
	21	8	9117537.39025
	21	9	-80802336.85039
	21	10	-36463447.80176
	21	11	475845454.58334
	21	12	29222034.83262
	21	13	28125.66980
	21	14	7503156.79875
	21	15	1442674.53208
	21	16	-21185876.39808
	21	17	-33031552.87244
	21	18	274915745.16337
	21	19	-14140973781.41930
	21	20	-1864760943.36562
	21	21	40934020616.23759
	22	1	-3488781.16424
	22	2	1969420.75745
	22	3	-23955809.47945
	22	4	-6142112.64122
	22	5	-2536859.61994
	22	6	18754422.15886
	22	7	-6667851.56305
	22	8	-764566.45984
	22	9	6301065.43958
	22	10	7298848.39450
	22	11	-7060019.61200
	22	12	-3072369.93215
	22	13	-2504.70466
	22	14	-5204054.77880
	22	15	-1998621.51799
	22	16	736589811.60688
	22	17	34874482.24457
	22	18	-702564250.22049
	22	19	-2234275.34331
	22	20	66656999.19972
	22	21	10929125.83854
	22	22	316981372.27506
	23	1	1969420.75745
	23	2	2017768.57732
	23	3	-17252162.95192
	23	4	-2536859.61994
	23	5	-1342675.90828
	23	6	10309013.96775
	23	7	-764566.45984
	23	8	35612.60367
	23	9	-559367.72393
	23	10	6205217.62706
	23	11	-3805669.11034
	23	12	119322.77109
	23	13	  138.08740
	23	14	-758746.65525
	23	15	-321350.07114
	23	16	34874482.24457
	23	17	-19344912.93537
	23	18	125118227.01887
	23	19	66656999.19972
	23	20	22822681.45551
	23	21	-236432964.41921
	23	22	39464535.51088
	23	23	18466426.03231
	24	1	-23955809.47945
	24	2	-17252162.95192
	24	3	186895974.34870
	24	4	18754422.15886
	24	5	10309013.96775
	24	6	-76136710.44453
	24	7	6301065.43958
	24	8	-559367.72393
	24	9	12960707.03043
	24	10	-65532568.29467
	24	11	28448514.23374
	24	12	-3223571.39931
	24	13	-3914.36465
	24	14	7644029.89612
	24	15	3370957.32509
	24	16	-702564250.22049
	24	17	125118227.01887
	24	18	-1713363307.79366
	24	19	10929125.83854
	24	20	-236432964.41921
	24	21	147175864.74140
	24	22	-707719730.05726
	24	23	-126529055.45895
	24	24	2131342656.61925
	25	1	-133560400.20862
	25	2	-39834482.84746
	25	3	476140516.52066
	25	4	-3309116.48476
	25	5	-1671152.89363
	25	6	15528952.83738
	25	7	-46685940.66925
	25	8	-10964653.85657
	25	9	135439960.75658
